,EEP,log10_isochrone_age_yr,initial_mass,star_mass,star_mdot,he_core_mass,c_core_mass,log_L,log_LH,log_LHe,log_Teff,log_R,log_g,surface_h1,surface_he3,surface_he4,surface_c12,surface_o16,log_center_T,log_center_Rho,center_gamma,center_h1,center_he4,center_c12,phase
80610,579,9.5,1.4439921691376199,1.4348403519055781,-1.2586199737500252e-09,0.37812044677781964,0.0,2.8433351607125275,2.8396845337805123,-5.557302259626015,3.5673190876765575,1.8097065571852624,0.9755299034352877,0.6988434178484622,0.0002528080931999946,0.28650724210827966,0.0013795945306529541,0.00608062413652659,7.771264224630849,5.7232243103308615,0.7990628885746145,1.238979250015097e-19,0.9858021152427674,3.6412658930863096e-05,2.0
15061,436,6.9,22.46144528061268,21.52911080889794,-1.8075574529939905e-07,0.0,0.0,5.133302799794896,5.054963873269415,-14.753431422472017,4.441578348399405,1.2061718552807494,3.358541537645622,0.7081718750627783,3.096997460203869e-05,0.27743332789275543,0.001365907352980449,0.0052987178597898605,7.793969930510357,1.2627965956739986,0.024685321325583497,0.0003974180202054415,0.9856613802710956,0.0001098617984094314,0.0
94157,860,9.950000000000001,1.0739523673550777,1.00052852474057,-8.514793573467254e-08,0.52826506259289,0.45204032058927157,3.174362572430149,0.06681538094641479,3.1288956201522184,3.517838523184006,2.0741813920291774,0.2899920844764779,0.6981097430887812,0.00018157321454905135,0.28749116346708087,0.0015649736298380922,0.006032390209579512,7.967827939253061,6.105452644656658,5.835349796040232,1.48021980975829e-40,2.7486028678463852e-18,0.286111214007407,5.0
47550,909,8.4,3.743153448325164,3.4591415640691547,-1.3026179652886104e-05,0.7798412881802492,0.7608613016836245,4.168244300723092,0.6979930493278733,4.027321956073721,3.494109971307573,2.6185793599285145,-0.26005221417048485,0.6841195090754686,9.393366967499269e-05,0.30137239603333144,0.0010983291064770688,0.005308230531727587,8.115040655071002,6.711401319663436,6.397325929015278,1.4435323494253014e-42,8.833105095928111e-28,0.3548886659580316,5.0
50804,1082,8.5,3.4407946290708193,3.099690573076794,-8.294765395961142e-06,0.7224023475727166,0.7010647883567704,4.132752767011631,1.5299029055210158,4.05356355945649,3.4887132183929093,2.6116270989021118,-0.2937896929481237,0.6866563634715162,0.00010928719515739175,0.2986454167673491,0.0012725347646432342,0.005393911750891597,8.051282138839603,6.61634245448712,6.806495248922261,3.931526261745266e-45,2.3870625672419554e-28,0.37690396828551737,5.0
16266,223,7.0,2.501269674803118,2.5012521085777983,-1.4807383464647372e-12,0.0,0.0,1.6102283575665157,1.610361435074906,-35.869118550479115,4.037381728731244,0.25302787350288236,4.330247116703648,0.7155437275353796,6.630069156430964e-05,0.27011006607299154,0.002495553488110916,0.006106481499682131,7.371518010218568,1.7489891299510525,0.04094138908819557,0.7114684371831885,0.27382784127782417,1.2651403460191249e-05,0.0
90989,617,9.850000000000001,1.1400694576813692,1.1016960043573558,-2.698323062993471e-11,0.47049993927143974,0.0,1.77764999130977,-2.902655654396586,-0.836265228141002,3.65376587501472,1.1039703978075566,2.2722669344182136,0.696716470043991,0.00019357070299105692,0.28881907397822476,0.001534744742996524,0.006048543989703981,7.452927919708034,5.276657328825028,1.1822255414494565,7.836447847802854e-31,0.9847058467681631,4.532837656434867e-05,3.0
34111,1451,7.950000000000001,5.648134768650527,0.9540826988923464,-0.0008335445986149567,0.9481092110948973,0.9432887248422621,4.404864919132476,4.347863498880278,-14.878276788223031,4.022289704641835,1.6805302024646802,1.0566207288753393,0.6254918108660407,5.201060368453876e-07,0.35988267334499524,0.0001385053243906938,0.00442574505177727,8.125015627970274,7.174747045728257,8.856960878200923,1.1152946907906334e-40,4.6333231274600916e-27,0.3679618789817183,5.0
94822,1525,9.950000000000001,1.0739724843853526,0.5439021770902174,-2.9052088920411017e-08,0.5427769208608026,0.4880831067290736,3.5335773636660854,3.511287102221099,-98.99999999999997,4.669438230659287,-0.049410627303416554,4.272486618011984,0.6981052033403113,0.0001251137477601066,0.2875400828562847,0.0014790147518279604,0.006030745701128265,7.949772449140894,6.217762302299048,6.630682221261608,3.6593119033715756e-39,1.4867679370453898e-18,0.2858470261512603,6.0
45037,1486,8.3,4.082678394262841,0.8291285977682523,-0.00036066122360830057,0.8264056194420266,0.8115832290129805,4.251055091408641,4.226479910353115,-47.62217913759249,4.396078030830321,0.8560486362257915,2.644576876210285,0.6725268519579801,8.005884128532725e-05,0.31184124792410284,0.0019969920093406094,0.0053639580372316035,8.074314178903368,6.901889690871326,7.966193478189942,7.478001688738814e-44,5.26046900560197e-26,0.3957597931185992,6.0
93115,1279,9.900000000000002,1.1093040949384216,0.8484596686943916,-4.154287089363979e-07,0.5412574302798372,0.4867872659585135,3.205305814004004,-0.5678483904583862,3.6573001157593437,3.5061295049010575,2.113071049382,0.14056427453906872,0.6972474963687179,0.00018108781951373635,0.28831862891530136,0.0015152970393792296,0.006039945817744934,7.931630619224624,6.16638656294713,6.671895959008287,8.808017685313641e-42,1.120244742733863e-18,0.27811483898060996,5.0
54237,1443,8.600000000000001,3.1737590797179758,0.6862934714730293,-0.00011041691639536352,0.6849381875274184,0.6663003236025896,4.041646695993241,4.020825517916408,-9.792594727210318,3.8675530920207746,1.808394316137185,0.6578172267774801,0.6843231530985361,0.0001256553919143973,0.29848381912593724,0.0030001596983070264,0.006089699744841873,7.97146342134339,6.598536702331568,8.172406532718362,1.5869573249216555e-47,1.3971325430968733e-26,0.3512500237051465,6.0
9510,654,6.5,137.70510449877472,21.705464628158964,-9.014144412372192e-05,21.705464628158964,0.0,5.795234028864751,1.5555261878875424,5.672683629995051,5.132136257691522,0.15602165123144318,5.462355766218619,7.462437854124229e-28,9.398788585836643e-34,0.6452215575923972,0.30632018851218445,0.029732692134044232,8.334134352764522,2.628992885121871,0.040359841114854245,3.254699865297647e-18,0.4954253521817356,0.4165364908296762,9.0
25394,359,7.65,6.404423813216348,6.402276647296067,-8.536046093914531e-11,0.0,0.0,3.3322878041157633,3.332797578987724,-29.107249245469806,4.246175966563737,0.6964691211125218,3.8515251816192455,0.7151077448059382,6.746204341851371e-05,0.2705198020871376,0.0022956110955945474,0.006056393094226719,7.504853432901175,1.2216542772242678,0.026451571566568514,0.31165175252435406,0.6743959076993553,4.7461177122586656e-05,0.0
2937,226,5.5,9.741903196732164,9.74112631731274,-2.8982956476546833e-09,0.0,0.0,3.7004633103095066,3.700584079200892,-29.735123308343994,4.3989532563990466,0.5750022945387747,4.276297954201462,0.715400545106891,6.632310386017967e-05,0.27024770577176416,0.002496486868400096,0.0061087654296779976,7.514956669589059,1.0407342135889581,0.01708211592558942,0.7127248071520333,0.27263865690165573,2.283632293516691e-05,0.0
36426,642,8.05,4.884690849028969,4.877902246972736,-7.369556507125011e-10,0.9094206773980126,0.0,3.1198098333878326,3.0365741026669792,2.3163830769418317,3.6297941278296357,1.8229938132167574,1.4803035001651697,0.6922677734152181,6.350275392295768e-05,0.2932468464470773,0.00106821799890607,0.005330171629415047,8.128026409109362,3.8321883011837716,0.09631891977090931,1.0571825766786602e-23,0.8524835984544603,0.12866234738316457,3.0
27450,1067,7.75,6.927282422396642,4.796276155595967,-0.0003755485261661695,1.1084471402709406,1.0610757119013081,4.388353745465068,3.3181714045363107,4.543897500304267,3.54006975024033,2.636714524433986,-0.2251569442483831,0.6082976669612155,2.1475985490423994e-05,0.3772089791275687,0.0006382861971390917,0.004376854501595936,8.281591168700103,6.931125745774555,5.5947744305353915,9.559457755058324e-35,2.9937955050976475e-24,0.3408351638445826,4.0
37786,444,8.100000000000001,4.594207110895867,4.591238995048824,-6.50883771033576e-11,0.218779064989382,0.0,2.9616153956359654,3.0388543889483497,-21.434041973246355,4.114216289289713,0.7750522714206681,3.549932807233153,0.7150697693357546,8.423050605691766e-05,0.2705316253887627,0.002192262116578523,0.006043937988683761,7.603526413832999,2.385526210451872,0.090711791019054,3.1051258211690755e-09,0.9860488672477825,7.864829771918527e-05,0.0
18571,418,7.15,13.900808566471357,13.53397496023302,-1.4938524786144998e-07,0.0,0.0,4.554707732931252,4.551240082040902,-19.789173183771375,4.354548904094182,1.090933210459374,3.3876047298522853,0.712851111473727,3.947936583660638e-05,0.2727082855369242,0.0015180094364372035,0.00577657649137298,7.678940404589961,1.1765389240965463,0.029342892023044513,0.009013542277119207,0.9770410112126182,8.135910102071373e-05,0.0
